country,subnational1,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023
Philippines,Zamboanga Sibugay,25,271451,192278,182823,2298,388,544,502,732,803,597,1573,732,1853,1145,481,713,411,838,1404,2517,1437,1619,1660,1463,789,1451,728
Philippines,Zamboanga Sibugay,30,271451,186958,179459,2298,388,543,501,731,802,596,1571,731,1850,1143,481,710,406,819,1359,2442,1408,1586,1634,1433,774,1431,712
Philippines,Zamboanga Sibugay,50,271451,174234,162847,2298,382,533,496,727,796,590,1555,728,1838,1130,478,704,394,789,1307,2326,1351,1523,1584,1362,742,1379,682
Philippines,Zamboanga Sibugay,75,271451,125139,122570,2298,343,457,456,684,732,541,1416,693,1708,1023,451,652,309,604,956,1634,999,1156,1227,998,552,1063,525
Philippines,Zamboanga del Norte,0,639192,639192,639192,4152,1250,1502,2284,2173,2656,1730,3843,1828,2988,2985,1389,2371,2143,3296,4980,10790,5900,4212,4000,3624,2038,3497,2072
Philippines,Zamboanga del Norte,10,639192,485136,474907,4152,1233,1480,2269,2161,2640,1723,3808,1822,2967,2967,1376,2314,2026,3005,4508,9356,5355,3552,3611,3200,1716,3059,1740
Philippines,Zamboanga del Norte,15,639192,473099,463220,4152,1231,1477,2264,2159,2636,1720,3800,1821,2961,2963,1375,2309,2013,2971,4445,9178,5270,3465,3554,3150,1676,3005,1696
Philippines,Zamboanga del Norte,20,639192,466611,460296,4152,1230,1476,2262,2157,2632,1718,3795,1819,2957,2960,1374,2306,2008,2952,4416,9083,5228,3424,3520,3122,1658,2980,1674
Philippines,Zamboanga del Norte,25,639192,462659,454988,4152,1228,1475,2259,2156,2631,1717,3793,1818,2955,2958,1373,2305,2004,2944,4402,9039,5208,3403,3503,3107,1648,2967,1663
Philippines,Zamboanga del Norte,30,639192,452252,446672,4152,1227,1473,2257,2154,2628,1715,3788,1817,2952,2955,1372,2301,1993,2905,4335,8870,5141,3328,3457,3058,1616,2917,1630
Philippines,Zamboanga del Norte,50,639192,419804,404488,4152,1211,1454,2239,2141,2599,1705,3754,1809,2929,2921,1363,2282,1963,2837,4222,8495,4980,3164,3348,2946,1536,2802,1547
Philippines,Zamboanga del Norte,75,639192,307046,311416,4152,1101,1326,2085,2021,2383,1578,3455,1700,2662,2688,1297,2153,1771,2412,3385,6275,3917,2254,2530,2168,1105,2105,1077
Philippines,Zamboanga del Sur,0,529491,529491,529491,2291,478,896,1255,796,1214,614,1695,566,1244,1891,414,730,502,1376,1595,3822,2239,1624,1601,1263,1029,1859,1160
Philippines,Zamboanga del Sur,10,529491,344048,345754,2291,473,884,1241,792,1203,611,1685,564,1235,1880,413,690,406,1014,1308,3170,1904,1359,1398,1049,864,1572,983
Philippines,Zamboanga del Sur,15,529491,333415,331614,2291,472,881,1236,791,1201,610,1682,564,1234,1876,413,687,396,975,1275,3083,1859,1323,1367,1025,844,1541,963
Philippines,Zamboanga del Sur,20,529491,327241,328743,2291,471,879,1234,790,1199,610,1680,563,1232,1874,413,685,393,959,1261,3045,1837,1306,1352,1013,834,1527,953
Philippines,Zamboanga del Sur,25,529491,323782,322743,2291,471,877,1233,790,1197,610,1678,563,1232,1873,413,685,391,952,1252,3027,1828,1300,1347,1006,829,1518,947
Philippines,Zamboanga del Sur,30,529491,314695,314297,2291,470,876,1231,789,1196,609,1675,563,1231,1870,412,681,379,907,1214,2938,1775,1259,1315,983,807,1482,925
Philippines,Zamboanga del Sur,50,529491,281156,274190,2291,462,857,1212,783,1175,604,1656,560,1218,1841,409,669,359,838,1147,2754,1668,1174,1249,920,766,1399,874
Philippines,Zamboanga del Sur,75,529491,188280,194449,2291,417,755,1100,741,1057,556,1524,522,1109,1649,380,592,244,503,792,1797,1086,764,848,611,545,987,629
